1098-31515|The following entryRelationship is used to indicate a given medication's order in a series. The nested Substance Administered Act identifies an administration in the series. The entryRelationship/sequenceNumber shows the order of this particular administration in that series.*R-ENDLINE**N-ENDLINE*
4515-30704|The following entryRelationship represents a planned component of the goal such as Planned Encounter (V2), Planned Observation (V2), Planned Procedure (V2), Planned Medication Activity (V2), Planned Supply (V2), Planned Act (V2) or Planned Immunization Activity. Because these entries are already described in the Interventions Section of the CDA document instance, rather than repeating the full content of the entries, the Entry Reference template may be used to reference the entries.*R-ENDLINE**N-ENDLINE*
1198-31638|The following entryRelationship represents the importance of the concern to a provider.*R-ENDLINE**N-ENDLINE*
1098-32021|The following entryRelationship represents the indication for the act.*R-ENDLINE**N-ENDLINE*
1098-32034|The following entryRelationship represents the indication for the observation.*R-ENDLINE**N-ENDLINE*
1098-32069|The following entryRelationship represents the indication for the planned medication activity.*R-ENDLINE**N-ENDLINE*
1098-31982|The following entryRelationship represents the indication for the procedure.*R-ENDLINE**N-ENDLINE*
4515-31982|The following entryRelationship represents the indication for the procedure.*R-ENDLINE**N-ENDLINE*
1098-32054|The following entryRelationship represents the indication for the supply.*R-ENDLINE**N-ENDLINE*
1098-32040|The following entryRelationship represents the insurance coverage the patient may have for the observation.*R-ENDLINE**N-ENDLINE*
1098-31990|The following entryRelationship represents the insurance coverage the patient may have for the procedure.*R-ENDLINE**N-ENDLINE*
4515-31990|The following entryRelationship represents the insurance coverage the patient may have for the procedure.*R-ENDLINE**N-ENDLINE*
1098-32060|The following entryRelationship represents the insurance coverage the patient may have for the supply.*R-ENDLINE**N-ENDLINE*
1098-31067|The following entryRelationship represents the priority that a patient or a provider places on the activity.*N-ENDLINE**R-ENDLINE**N-ENDLINE*
1098-31033|The following entryRelationship represents the priority that a patient or a provider places on the encounter.*R-ENDLINE**N-ENDLINE*
1098-31073|The following entryRelationship represents the priority that a patient or a provider places on the observation.*R-ENDLINE**N-ENDLINE*
1098-31104|The following entryRelationship represents the priority that a patient or a provider places on the planned medication activity.*R-ENDLINE**N-ENDLINE*
1098-31079|The following entryRelationship represents the priority that a patient or a provider places on the procedure.*R-ENDLINE**N-ENDLINE*
4515-31079|The following entryRelationship represents the priority that a patient or a provider places on the procedure.*R-ENDLINE**N-ENDLINE*
1098-31110|The following entryRelationship represents the priority that a patient or a provider places on the supply.*R-ENDLINE**N-ENDLINE*
4515-30785|The following entryRelationship represents the priority that the patient or a provider puts on the goal.*R-ENDLINE**N-ENDLINE*
1198-31442|The following entryRelationship represents the priority that the patient or a provider puts on the health concern.*R-ENDLINE**N-ENDLINE*
4515-31442|The following entryRelationship represents the priority that the patient or a provider puts on the health concern.*R-ENDLINE**N-ENDLINE*
1198-32214|The following entryRelationship represents the priority that the patient puts on the health concern.*R-ENDLINE**N-ENDLINE*
1198-32215|The following entryRelationship represents the priority that the provider puts on the health concern.*R-ENDLINE**N-ENDLINE*
4515-30701|The following entryRelationship represents the relationship between a Goal Observation and a Health Concern Act (Goal Observation REFERS TO Health Concern Act). As Health Concern Act is already defined in Health Concerns Section, rather than clone the whole Health Concern Act template, an Entry Reference may be used in entryRelationship to refer the template.*R-ENDLINE**N-ENDLINE*
4515-31448|The following entryRelationship represents the relationship between two Goal Observations where the target is a component of the source (Goal Observation HAS COMPONENT Goal Observation). The component goal (target) is a Milestone.*R-ENDLINE**N-ENDLINE*
1198-31160|The following entryRelationship represents the relationship between two Health Concern Acts where the target is a component of the source (Health Concern HAS COMPONENT Health Concern). For example, a patient has an Impaired Mobility Health Concern. There may then be the need to document several component health concerns, such as "Unable to Transfer Bed to Chair", "Unable to Rise from Commode", "Short of Breath Walking with Walker". The Entry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
4515-31160|The following entryRelationship represents the relationship between two Health Concern Acts where the target is a component of the source (Health Concern HAS COMPONENT Health Concern). For example, a patient has an Impaired Mobility Health Concern. There may then be the need to document several component health concerns, such as "Unable to Transfer Bed to Chair", "Unable to Rise from Commode", "Short of Breath Walking with Walker". The Entry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
1198-32183|The following entryRelationship represents the relationship between two Health Concern Acts where the target is a component of the source (Health Concern HAS COMPONENT Health Concern). The Enry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
1198-31157|The following entryRelationship represents the relationship between two Health Concern Acts where there is a general relationship between the source and the target (Health Concern REFERS TO Health Concern).  For example, a patient has 2 health concerns identified in a CARE Plan: Failure to Thrive and Poor Feeding, while it could be that one may have caused the other, at the time of care planning and documentation it is not necessary, nor desirable to have to assert what caused what. The Entry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
4515-31157|The following entryRelationship represents the relationship between two Health Concern Acts where there is a general relationship between the source and the target (Health Concern REFERS TO Health Concern).  For example, a patient has 2 health concerns identified in a CARE Plan: Failure to Thrive and Poor Feeding, while it could be that one may have caused the other, at the time of care planning and documentation it is not necessary, nor desirable to have to assert what caused what. The Entry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
1198-32182|The following entryRelationship represents the relationship between two Health Concern Acts where there is a general relationship between the source and the target (Health Concern RELATES TO Health Concern). The Entry Reference template is used here because the target Health Concern Act will be defined elsewhere in the Health Concerns Section and thus a reference to that template is all that is required.*R-ENDLINE**N-ENDLINE*
1198-31154|The following entryRelationship represents the relationship between two Intervention Acts (Intervention RELATES TO Intervention).*R-ENDLINE**N-ENDLINE*
1198-32659|The following entryRelationship represents the relationship between two Intervention Acts (Intervention RELATES TO Intervention).*R-ENDLINE**N-ENDLINE*
1198-31365|The following entryRelationship represents the relationship Health Concern HAS SUPPORT Observation.*R-ENDLINE**N-ENDLINE*
1198-32208|The following entryRelationship represents the relationship Health Concern HAS SUPPORT Observation.*R-ENDLINE**N-ENDLINE*
4515-31365|The following entryRelationship represents the relationship Health Concern HAS SUPPORT Observation.*R-ENDLINE**N-ENDLINE*
1198-17185|The H&P Note recommends use of a single document type code, 34117-2 "History and physical note", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. *R-ENDLINE**N-ENDLINE*
1198-28681|The informant element describes the source of the information in a medical document.*N-ENDLINE**N-ENDLINE*Assigned health care providers may be a source of information when a document is created. (e.g., a nurse's aide who provides information about a recent significant health care event that occurred within an acute care facility.) In these cases, the assignedEntity element is used.*N-ENDLINE**N-ENDLINE*When the informant is a personal relation, that informant is represented in the relatedEntity element, even if the personal relation is a medical professional.  The code element of the relatedEntity describes the relationship between the informant and the patient. The relationship between the informant and the patient  needs to be described to help the receiver of the clinical document understand the information in the document. *N-ENDLINE**N-ENDLINE*Each informant can be either an assignedEntity (a clinician serving the patient) OR a relatedEntity (a person with a personal or legal relationship with the patient). The constraints here apply to relatedEntity.*R-ENDLINE**N-ENDLINE*
1198-28690|The informationRecipient element records the intended recipient of the information at the time the document is created. For example, in cases where the intended recipient of the document is the patient's health chart, set the receivedOrganization to be the scoping organization for that chart.*R-ENDLINE**N-ENDLINE*
1198-10139|The negationInd is used to indicate the absence of the condition in observation/value. A negationInd of "true" coupled with an observation/value of SNOMED code 64572001 "Disease (disorder)" indicates that the patient has no known conditions.*R-ENDLINE**N-ENDLINE*
4515-10139|The negationInd is used to indicate the absence of the condition in observation/value. A negationInd of "true" coupled with an observation/value of SNOMED code 64572001 "Disease (disorder)" indicates that the patient has no known conditions.*R-ENDLINE**N-ENDLINE*
1198-17187|The Operative Note recommends use of a single document type code, 11504-8 "Provider-unspecified Operation Note", with further specification provided by author or performer, setting, or specialty data in the CDA header. Some of the LOINC codes in the Surgical Operation Note Document Type Code table are pre-coordinated with the practice setting or the training or professional level of the author. Use of pre-coordinated codes is not recommended because of potential conflict with other information in the header. When these codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type.*R-ENDLINE**N-ENDLINE*
1198-8662|The participant "VRF" represents the clinician(s) who verified the patient advance directive observation. *R-ENDLINE**N-ENDLINE*
1198-28703|The participant element identifies other supporting participants, including parents, relatives, caregivers, insurance policyholders, guarantors, and other participants related in some way to the patient. *N-ENDLINE*A supporting person or organization is an individual or an organization with a relationship to the patient. A supporting person who is playing multiple roles would be recorded in multiple participants (e.g., emergency contact and next-of-kin)*N-ENDLINE**R-ENDLINE**N-ENDLINE*
1198-17182|The Procedure Note recommends use of a single document type code, 28570-0 "Procedure Note", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. *R-ENDLINE**N-ENDLINE*
1198-17189|The Progress Note recommends use of a single document type code, 11506-3 "Subsequent evaluation note", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. *R-ENDLINE**N-ENDLINE*
1198-28460|The recordTarget records the patient whose health information is described by the clinical document; each recordTarget must contain at least one patientRole element. *N-ENDLINE**N-ENDLINE*If the document receiver is interested in setting up a translator for the encounter with the patient, the receiver of the document will have to infer the need for a translator, based upon the language skills identified for the patient, the patient's language of preference and the predominant language used by the organization receiving the CDA.*N-ENDLINE**N-ENDLINE*HL7 Vocabulary simply describes guardian as a relationship to a ward.  This need not be a formal legal relationship. When a guardian relationship exists for the patient, it can be represented, regardless of who is present at the time the document is generated. This need not be a formal legal relationship. A child's parent can be represented in the guardian role.  In this case, the guardian/code element would encode the personal relationship of "mother" for the child's mom or "father" for the child's dad. An elderly person's child can be represented in the guardian role. In this case, the guardian/code element would encode the personal relationship of "daughter" or "son", or if a legal relationship existed, the relationship of "legal guardian" could be encoded.*R-ENDLINE**N-ENDLINE*
1198-14267|The referenceRange could be used to represent normal or expected capability for the mental function being evaluated.*R-ENDLINE**N-ENDLINE*
1198-28949|The Referral Note recommends use of the document type code 57133-1 "Referral Note", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. For example, an Obstetrics and Gynecology Referral note would not be authored by a Pediatric Cardiologist.  The type of referral and the target of the referral are specified via the participant (and not via the author).*R-ENDLINE**N-ENDLINE*
1098-7508|The substance administration effectiveTime field can repeat, in order to represent varying levels of complex dosing. effectiveTime can be used to represent the duration of administration (e.g., "10 days"), the frequency of administration (e.g., "every 8 hours"), and more. Here, we require that there **SHALL** be an effectiveTime documentation of the duration (or single-administration timestamp), and that there **SHOULD** be an effectiveTime documentation of the frequency. Other timing nuances, supported by the base CDA R2 standard, may also be included.*R-ENDLINE**N-ENDLINE*
1098-32044|The targetSiteCode is used to identify the part of the body of concern for the planned observation.*R-ENDLINE**N-ENDLINE*
1098-31981|The targetSiteCode is used to identify the part of the body of concern for the planned procedure.*R-ENDLINE**N-ENDLINE*
4515-31981|The targetSiteCode is used to identify the part of the body of concern for the planned procedure.*R-ENDLINE**N-ENDLINE*
1198-28243|The Transfer Summary recommends use of the document type code 18761-7 "Provider Unspecified Transfer Summary", with further specification provided by author or performer, setting, or specialty. When pre-coordinated codes are used, any coded values describing the author or performer of the service act or the practice setting must be consistent with the LOINC document type. For example, an Obstetrics and Gynecology Transfer Summary note would not be authored by a Pediatric Cardiologist.*N-ENDLINE**N-ENDLINE*Pre-coordinated codes are those that indicate the specialty or service provided in the LOINC Long Common Name (Print Name in the TransferDocumentType valueSet table).*N-ENDLINE**N-ENDLINE*When using a generic type of code such as 18761-7 (Provider - Unspecified Transfer Summary), the types of services involved in the care are handled in documentationOf/serviceEvent with the use of serviceEvent/code (e.g., use a SNOMED CT procedure code such as 69031006 (Excision of breast tissue) while performers/providers involved in the care can be identified using the functionCode (bound to Healthcare Provider Taxonomy role codes).*R-ENDLINE**N-ENDLINE*
1198-8667|This custodian (CST) participant identifies a legal representative for the patient's advance directive. Examples of such  individuals are called health care agents, substitute decision makers and/or health care proxies.  If there is more than one  legal representative, a qualifier may be used to designate the  legal representative as primary or secondary.*R-ENDLINE**N-ENDLINE*
1198-8901|This id is a unique identifier for the policy or program providing the coverage*R-ENDLINE**N-ENDLINE*
4515-91|This is the note activity to naratively describe information about the member on the care team.*R-ENDLINE**N-ENDLINE*
4515-94|This is the schedule of when or how frequently the care team member participates (or provides care to the patient) on the care team.*R-ENDLINE**N-ENDLINE*
1098-30443|This location participation captures where the planned or ordered encounter may take place.*R-ENDLINE**N-ENDLINE*
4515-76|This participant is used to express additional care team functions performed by this member of the team. Include additional participant to record additional roles (functionCode) this Care Team member plays.*R-ENDLINE**N-ENDLINE*
1098-32094|This participant represents a device that is ordered, requested or intended for the patient.*R-ENDLINE**N-ENDLINE*
4515-128|This Participant represents the Care Team lead.*R-ENDLINE**N-ENDLINE*
1198-31647|This participant represents the clinician to contact for questions about the referral note.  This call back contact individual may be a different person than the individual(s) identified in the author or legalAuthenticator participant.*R-ENDLINE**N-ENDLINE*
4515-171|This participant represents the location where the care team member provides the service*R-ENDLINE**N-ENDLINE*
1198-8961|This performer represents the Guarantor.*R-ENDLINE**N-ENDLINE*
1198-8906|This performer represents the Payer.*R-ENDLINE**N-ENDLINE*
1098-32051|This product represents immunization medication that is ordered, requested or intended for the patient.*R-ENDLINE**N-ENDLINE*
1098-32049|This product represents medication that is ordered, requested or intended for the patient.*R-ENDLINE**N-ENDLINE*
1098-14307|Use negationInd="true" to indicate that the problem was not observed.*R-ENDLINE**N-ENDLINE*
1098-14344|Use negationInd="true" to indicate that the problem was not observed.*R-ENDLINE**N-ENDLINE*
1098-14385|Use negationInd="true" to indicate that the problem was not observed.*R-ENDLINE**N-ENDLINE*
4515-32953|When an Assessment Scale Observation is contained in a Problem Template instance that is a Social Determinant of Health problem, that Assessment scale **MAY** contain assessment scale observations that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32985|When an Assessment Scale Observation is contained in a Procedure Template instance that is a Social Determinant of Health intervention procedure, that Assessment scale **MAY** contain Assessment Scale observations that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32994|When an Assessment Scale Observation is contained in a Procedure Template instance that is a Social Determinant of Health procedure, that Assessment scale **MAY** contain Assessment Scale observations that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32958|When an Assessment Scale Observation is contained in a Social History Observation instance that is a Social Determinant of Health Social History Observation, that Assessment Scale Observation MAY contain Assessment Scale Supporting Observations that contain LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32965|When an Entry Reference template is contained in a Problem Template instance that is a Social Determinant of Health problem, that Entry Reference **MAY** reference an Assessment Scale Observation elsewhere in the document. That Assessment Scale **MAY** contain assessment scale observations that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32996|When an Entry Reference Template is contained in a Procedure Template instance that is a Social Determinant of Health procedure, that Entry Reference **MAY** refer to Assessment Scale Observation in the same document that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
4515-32988|When an Entry Reference Template is contained in a Procedure Template instance that is a Social Determinant of Health procedure, that Entry Reference **MAY** refer to Assessment Scale Observation in the same document that represent LOINC question and answer pairs from SDOH screening instruments.*R-ENDLINE**N-ENDLINE*
1198-8934|When the Subscriber is the patient, the participant element describing the subscriber *SHALL NOT* be present. This information will be recorded instead in the data elements used to record member information.*R-ENDLINE**N-ENDLINE*
1198-31893|When the wound observed is a type of pressure ulcer, then this template SHOULD contain an entry for the Highest Pressure Ulcer Stage.*R-ENDLINE**N-ENDLINE*
1198-31890|When the wound observed is a type of pressure ulcer, then this template SHOULD contain an entry for the Number of Pressure Ulcers.*R-ENDLINE**N-ENDLINE*
4515-32962|When this Health Concern Act is a Social Determinant of Health Health Concern it **SHOULD** contain one or more [1..*] entryRelationship subentries such that it contains an observation with an observation/value selected from ValueSet Social Determinant of Health Conditions 2.16.840.1.113762.1.4.1247.YY DYNAMIC (CONF:4515-32962).
4515-31559|Where a Goal Observation needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
1198-31549|Where a Health Concern needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
1198-32217|Where a Health Concern needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
4515-31549|Where a Health Concern needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
1198-31545|Where an Intervention needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
1198-32672|Where an Intervention needs to reference another entry already described in the CDA document instance, rather than repeating the full content of the entry, the Entry Reference template may be used to reference this entry.*R-ENDLINE**N-ENDLINE*
1198-32757|Where it is necessary to reference an external clinical document such a Referral document, Discharge Summary document etc., the External Document Reference template can be used to reference this document.  However, if this Care Plan document is replacing or appending another Care Plan document in the same set, that relationship is set in the header, using ClinicalDocument/relatedDocument.*R-ENDLINE**N-ENDLINE*
4515-32754|Where it is necessary to reference an external clinical document such a Referral document, Discharge Summary document etc., the External Document Reference template can be used to reference this document.  However, if this Care Plan document is replacing or appending another Care Plan document in the same set, that relationship is set in the header, using ClinicalDocument/relatedDocument.*R-ENDLINE**N-ENDLINE*
4515-32757|Where it is necessary to reference an external clinical document such as a Referral document, Discharge Summary document etc., the External Document Reference template can be used to reference this document.  However, if this Care Plan document is replacing or appending another Care Plan document in the same set, that relationship is set in the header, using ClinicalDocument/relatedDocument.*R-ENDLINE**N-ENDLINE*
4524-3423|The value of the Device Identifier assigned using one of the FDA-accredited, UDI issuing  agency:  GS1, HIBCC, or ICBBA.*R-ENDLINE**N-ENDLINE*
